Hãng xe,Dòng xe,Đời xe,Phiên bản,Màu xe,Công tơ mét (km),Nhập khẩu,Tình trạng,Giá (VNĐ)
Mitsubishi,Xforce,2016,AT,Nâu,27378,Nhập khẩu Úc,Tốt,452000000
Hyundai,Elantra,2024,LUX,Cam,119,Nhập khẩu Nhật,Mới,972000000
Kia,Sportage,2012,MT,Đỏ,100870,Nhập khẩu Úc,Trung bình,265000000
Peugeot,508,2012,MT,Bạc,110522,Trong nước,Trung bình,442000000
Mazda,Mazda3,2015,Luxury,Đỏ,27043,Nhập khẩu,Tốt,246000000
Nissan,X-Trail,2014,AT,Bạc,36977,Trong nước,Tốt,597000000
Suzuki,Vitara,2019,AT,Xám,15672,Nhập khẩu,Tốt,570000000
Honda,CR-V,2015,G,Xám,39093,Nhập khẩu Mỹ,Tốt,761000000
Honda,HR-V,2022,MT,Bạc,25768,Trong nước,Rất tốt,624000000
Toyota,Wigo,2022,MT,Đen,15216,Nhập khẩu Mỹ,Rất tốt,517000000
Suzuki,Ciaz,2018,AT,Đỏ,31258,Trong nước,Tốt,343000000
Honda,CR-V,2020,G,Nâu,20690,Nhập khẩu,Rất tốt,991000000
Honda,Accord,2017,LUX,Xanh,20074,Nhập khẩu Nhật,Rất tốt,1002000000
Volvo,S60,2012,LUX,Bạc,39601,Nhập khẩu Nhật,Tốt,1151000000
Mazda,CX-8,2020,S,Đen,33914,Nhập khẩu Mỹ,Tốt,1192000000
Hyundai,Kona,2015,AT,Trắng,221144,Trong nước,Trung bình,156000000
Honda,Jazz,2016,LUX,Đỏ,123274,Nhập khẩu Úc,Trung bình,290000000
Toyota,Wigo,2022,AT,Xám,5334,Nhập khẩu,Rất tốt,457000000
Honda,HR-V,2019,LUX,Xám,101955,Nhập khẩu Mỹ,Trung bình,391000000
Honda,Jazz,2012,AT,Đen,104082,Nhập khẩu Úc,Trung bình,303000000
Kia,EV6,2017,S,Trắng,103371,Trong nước,Trung bình,1328000000
Hyundai,Elantra,2023,LUX,Cam,13574,Trong nước,Rất tốt,580000000
Honda,Jazz,2026,AT,Xám,3552,Nhập khẩu,Mới,663000000
Suzuki,Swift,2024,S,Bạc,2525,Nhập khẩu Úc,Mới,729000000
Mazda,MX-5,2018,AT,Bạc,17582,Trong nước,Tốt,1926000000
Honda,Civic,2023,TYPE R,Nâu,8627,Trong nước,Rất tốt,977000000
Toyota,Veloz,2017,MT,Bạc,35574,Nhập khẩu,Tốt,484000000
Hyundai,Palisade,2022,MT,Đen,14265,Nhập khẩu,Rất tốt,1641000000
Toyota,Corolla Altis,2026,MT,Bạc,9632,Nhập khẩu Nhật,Mới,1059000000
Mazda,BT-50,2017,LUX,Trắng,55315,Nhập khẩu Mỹ,Trung bình,589000000
Hyundai,Accent,2026,AT,Trắng,417,Nhập khẩu Nhật,Mới,639000000
Land Rover,Range Rover Evoque,2026,MT,Xanh,22155,Trong nước,Rất tốt,5867000000
Hyundai,Elantra,2019,AT,Nâu,123675,Nhập khẩu Nhật,Trung bình,302000000
Hyundai,Tucson,2023,MT,Trắng,26531,Nhập khẩu Mỹ,Rất tốt,1139000000
Audi,A4,2015,AT,Xanh,250000,Trong nước,Trung bình,631000000
Nissan,Almera,2018,LUX,Trắng,44880,Nhập khẩu,Tốt,432000000
Peugeot,5008,2022,AT,Bạc,51068,Nhập khẩu,Trung bình,962000000
Mercedes-Benz,GLC,2022,LUX,Đỏ,6100,Nhập khẩu,Rất tốt,3185000000
Toyota,Fortuner,2015,AT,Xám,45036,Nhập khẩu Mỹ,Tốt,985000000
Toyota,Vios,2015,V,Xám,34046,Trong nước,Rất tốt,506000000
Honda,HR-V,2013,MT,Đỏ,31987,Nhập khẩu Nhật,Tốt,610000000
Hyundai,Accent,2013,MT,Trắng,28346,Nhập khẩu Nhật,Tốt,275000000
Honda,Accord,2016,AT,Bạc,73567,Nhập khẩu Mỹ,Trung bình,823000000
Hyundai,Creta,2018,AT,Trắng,72765,Nhập khẩu Nhật,Trung bình,339000000
Nissan,X-Trail,2013,AT,Ghi,67490,Nhập khẩu,Tốt,642000000
Toyota,Land Cruiser Prado,2017,S,Trắng,28742,Trong nước,Trung bình,2498000000
Nissan,Z,2026,MT,Nâu,11666,Trong nước,Mới,3625000000
Toyota,Veloz,2015,LUX,Đỏ,75576,Nhập khẩu Úc,Trung bình,433000000
Ford,Territory,2018,S,Trắng,33669,Nhập khẩu Nhật,Tốt,1169000000
Toyota,Hilux,2021,AT,Đen,35788,Nhập khẩu Nhật,Tốt,994000000
Kia,Seltos,2014,Premium,Bạc,36553,Nhập khẩu Úc,Tốt,504000000
Hyundai,Creta,2025,MT,Đen,2963,Nhập khẩu Mỹ,Mới,794000000
Mitsubishi,Xforce,2021,AT,Xám,67380,Nhập khẩu Úc,Trung bình,412000000
Honda,CR-V,2017,G,Vàng,38876,Nhập khẩu Úc,Tốt,623000000
Chevrolet,Colorado,2013,S,Bạc,54917,Trong nước,Trung bình,571000000
Chevrolet,Cruze,2026,S,Bạc,15459,Nhập khẩu Nhật,Rất tốt,524000000
Hyundai,Stargazer,2020,AT,Trắng,38291,Nhập khẩu Mỹ,Trung bình,533000000
Ford,Everest,2016,MT,Đen,23532,Nhập khẩu Úc,Rất tốt,868000000
Hyundai,Santa Fe,2013,LUX,Trắng,28764,Trong nước,Tốt,944000000
Nissan,X-Trail,2017,S,Xám,20432,Nhập khẩu Úc,Tốt,694000000
Kia,Sportage,2019,AT,Trắng,52876,Trong nước,Rất tốt,757000000
Honda,HR-V,2019,AT,Trắng,37557,Nhập khẩu,Rất tốt,617000000
Toyota,Wigo,2016,MT,Đen,27930,Nhập khẩu,Tốt,326000000
Kia,Sportage,2017,S,Bạc,194268,Nhập khẩu,Trung bình,416000000
Toyota,Raize,2012,LUX,Xanh,61486,Nhập khẩu Úc,Trung bình,280000000
Mazda,Mazda3,2018,Premium,Xám,25523,Trong nước,Rất tốt,411000000
BMW,X7,2015,AT,Trắng,58189,Nhập khẩu,Tốt,3772000000
Ford,Territory,2020,MT,Trắng,36179,Nhập khẩu Nhật,Rất tốt,992000000
Toyota,Corolla Altis,2017,LUX,Trắng,24361,Nhập khẩu,Trung bình,463000000
Nissan,Almera,2012,LUX,Đen,37664,Trong nước,Tốt,347000000
Toyota,Fortuner,2022,Legender,Đỏ,28028,Nhập khẩu Úc,Rất tốt,1413000000
Chevrolet,Captiva,2018,MT,Đen,38391,Nhập khẩu,Rất tốt,666000000
Toyota,Innova,2021,E,Xám,28191,Nhập khẩu Nhật,Tốt,909000000
Honda,HR-V,2020,MT,Đỏ,23042,Nhập khẩu Úc,Tốt,490000000
Toyota,Corolla Cross,2013,S,Xám,22469,Trong nước,Tốt,534000000
Honda,City,2018,RS,Đen,21886,Trong nước,Tốt,326000000
Toyota,Vios,2015,E,Vàng,52436,Nhập khẩu,Rất tốt,266000000
Hyundai,Tucson,2018,MT,Bạc,23918,Nhập khẩu Nhật,Tốt,829000000
Suzuki,Swift,2025,MT,Xám,358,Nhập khẩu Mỹ,Mới,765000000
Toyota,Vios,2023,MT,Bạc,30979,Nhập khẩu,Tốt,424000000
Hyundai,Creta,2020,X,Xám,101390,Trong nước,Trung bình,420000000
Kia,Cerato,2024,AT,Trắng,11030,Nhập khẩu Úc,Mới,816000000
Hyundai,Kona,2014,LUX,Trắng,125747,Nhập khẩu,Trung bình,295000000
Toyota,Innova,2012,G,Cam,35237,Nhập khẩu,Tốt,513000000
Mazda,Mazda3,2015,Luxury,Bạc,197907,Nhập khẩu,Trung bình,284000000
Honda,Jazz,2020,AT,Trắng,15044,Nhập khẩu Nhật,Tốt,591000000
Hyundai,Elantra,2015,MT,Xám,186360,Trong nước,Trung bình,252000000
Mitsubishi,Outlander,2015,LUX,Xanh,250000,Nhập khẩu Nhật,Trung bình,335000000
Toyota,Land Cruiser Prado,2012,LUX,Đỏ,88410,Trong nước,Trung bình,1845000000
Ford,EcoSport,2023,LUX,Xám,60592,Nhập khẩu Nhật,Trung bình,345000000
BMW,X3,2018,LUX,Trắng,47030,Nhập khẩu Úc,Tốt,2525000000
Ford,Everest,2019,AT,Bạc,26418,Trong nước,Tốt,863000000
Mazda,CX-30,2016,MT,Trắng,51595,Trong nước,Rất tốt,562000000
Toyota,Camry,2015,2.5G,Xanh,69517,Trong nước,Trung bình,621000000
Honda,Civic,2018,AT,Xám,17883,Nhập khẩu Mỹ,Tốt,766000000
Toyota,Land Cruiser Prado,2023,MT,Xám,18632,Nhập khẩu Úc,Rất tốt,3797000000
Honda,Jazz,2014,AT,Ghi,238499,Nhập khẩu Mỹ,Trung bình,213000000
Toyota,Fortuner,2013,Legender,Trắng,31596,Trong nước,Tốt,986000000
Hyundai,Creta,2017,X,Trắng,106519,Nhập khẩu Nhật,Trung bình,554000000
Honda,Civic,2020,RS,Vàng,64851,Nhập khẩu,Trung bình,425000000
Honda,HR-V,2016,S,Nâu,178239,Nhập khẩu Mỹ,Trung bình,283000000
Mazda,Mazda3,2016,MT,Cam,197224,Nhập khẩu,Trung bình,295000000
Ford,Escape,2015,S,Trắng,60535,Nhập khẩu Úc,Trung bình,531000000
Toyota,Camry,2024,2.5Q,Trắng,26500,Nhập khẩu Úc,Rất tốt,730000000
Toyota,Raize,2013,S,Bạc,97878,Nhập khẩu Mỹ,Trung bình,254000000
Honda,HR-V,2022,S,Ghi,7468,Trong nước,Rất tốt,684000000
Hyundai,Creta,2021,AT,Trắng,24903,Nhập khẩu Úc,Trung bình,637000000
Peugeot,5008,2019,S,Đen,63146,Nhập khẩu,Trung bình,744000000
Ford,Ranger,2017,S,Xám,35627,Trong nước,Rất tốt,1190000000
Honda,HR-V,2013,MT,Đen,76284,Trong nước,Tốt,414000000
Hyundai,Elantra,2026,MT,Trắng,7688,Nhập khẩu,Mới,960000000
Toyota,Vios,2015,AT,Xám,29766,Trong nước,Tốt,353000000
Audi,Q5,2024,MT,Xám,5828,Trong nước,Mới,3006000000
Honda,Jazz,2024,S,Trắng,10337,Nhập khẩu Úc,Mới,753000000
Hyundai,Accent,2020,AT,Xám,25891,Trong nước,Tốt,406000000
Kia,Sonet,2014,S,Xám,20669,Trong nước,Tốt,346000000
Ford,Escape,2015,AT,Đen,20499,Trong nước,Tốt,533000000
Lexus,ES,2025,MT,Đen,3091,Nhập khẩu,Mới,4369000000
Toyota,Raize,2016,S,Trắng,163347,Nhập khẩu,Trung bình,226000000
Honda,City,2019,AT,Trắng,24866,Nhập khẩu Nhật,Tốt,506000000
Hyundai,Accent,2014,AT,Bạc,75336,Nhập khẩu Nhật,Tốt,265000000
Toyota,Veloz,2021,MT,Xám,15775,Trong nước,Trung bình,491000000
Kia,Carnival,2014,MT,Xám,41346,Nhập khẩu Nhật,Rất tốt,796000000
Suzuki,Swift,2014,MT,Đỏ,123628,Nhập khẩu Nhật,Trung bình,342000000
Honda,Accord,2015,LUX,Trắng,91781,Trong nước,Tốt,807000000
Ford,Explorer,2023,AT,Đen,6403,Trong nước,Rất tốt,1506000000
Mitsubishi,Outlander,2024,S,Vàng,3918,Trong nước,Mới,1159000000
Mercedes-Benz,GLS,2013,AT,Xanh,21628,Trong nước,Tốt,4097000000
Hyundai,Ioniq 5,2013,MT,Bạc,56060,Nhập khẩu Nhật,Rất tốt,1571000000
Toyota,Corolla Altis,2023,LUX,Xám,20203,Trong nước,Rất tốt,564000000
Kia,Sorento,2020,LUX,Trắng,12901,Nhập khẩu Nhật,Tốt,1122000000
Mazda,Mazda6,2020,S,Đỏ,17841,Trong nước,Tốt,1035000000
Honda,Civic,2025,AT,Bạc,3550,Nhập khẩu Nhật,Mới,1504000000
Ford,Explorer,2026,S,Bạc,17639,Nhập khẩu Mỹ,Rất tốt,2773000000
Honda,CR-V,2019,L,Bạc,204960,Trong nước,Trung bình,213000000
Toyota,Corolla Altis,2018,MT,Trắng,16746,Nhập khẩu Mỹ,Tốt,568000000
Mazda,CX-8,2018,AT,Vàng,69390,Nhập khẩu Nhật,Tốt,876000000
Toyota,Land Cruiser Prado,2017,AT,Trắng,45562,Trong nước,Trung bình,2004000000
Toyota,Innova,2014,V,Bạc,47408,Nhập khẩu Úc,Tốt,646000000
Suzuki,Vitara,2016,S,Bạc,97192,Nhập khẩu Nhật,Tốt,488000000
Kia,Carnival,2017,S,Ghi,157843,Nhập khẩu,Trung bình,528000000
Hyundai,Stargazer,2025,S,Trắng,21101,Nhập khẩu,Rất tốt,481000000
Mazda,Mazda6,2016,MT,Xanh,67337,Trong nước,Trung bình,472000000
Honda,HR-V,2013,MT,Nâu,44298,Nhập khẩu Úc,Tốt,547000000
Ford,Escape,2015,LUX,Ghi,105197,Nhập khẩu Nhật,Trung bình,555000000
Toyota,Corolla Altis,2013,S,Đen,35895,Nhập khẩu Mỹ,Tốt,632000000
Mazda,MX-5,2020,MT,Bạc,29096,Trong nước,Tốt,1691000000
Toyota,Veloz,2012,LUX,Xám,44423,Nhập khẩu Mỹ,Tốt,437000000
Toyota,Vios,2016,E,Xám,78792,Nhập khẩu,Tốt,297000000
Honda,Jazz,2026,S,Xám,1924,Trong nước,Mới,530000000
Hyundai,Kona,2019,LUX,Trắng,23082,Trong nước,Trung bình,423000000
Lexus,LX,2023,LUX,Xám,40055,Trong nước,Tốt,7343000000
Kia,K5,2023,S,Ghi,6503,Nhập khẩu Mỹ,Rất tốt,992000000
Mazda,BT-50,2013,S,Xám,58782,Nhập khẩu,Tốt,535000000
Peugeot,2008,2017,LUX,Xám,33725,Trong nước,Tốt,505000000
Suzuki,Crossover,2021,MT,Trắng,10913,Nhập khẩu,Tốt,631000000
Toyota,Innova,2015,V,Nâu,22017,Nhập khẩu Nhật,Tốt,466000000
Kia,EV6,2022,LUX,Trắng,7696,Nhập khẩu Mỹ,Rất tốt,2922000000
BMW,X5,2024,S,Đen,14109,Trong nước,Mới,4583000000
Chevrolet,Colorado,2023,AT,Xám,9647,Trong nước,Rất tốt,654000000
Toyota,Corolla Altis,2023,MT,Trắng,47069,Nhập khẩu,Trung bình,572000000
Mazda,CX-30,2015,S,Bạc,67925,Trong nước,Tốt,533000000
Hyundai,Kona,2017,LUX,Cam,51558,Trong nước,Rất tốt,289000000
Ford,Mustang,2021,AT,Xanh,29957,Trong nước,Tốt,2171000000
Lexus,ES,2012,MT,Xanh,59991,Nhập khẩu,Rất tốt,2614000000
Hyundai,Santa Fe,2021,S,Bạc,42706,Nhập khẩu Mỹ,Trung bình,603000000
Toyota,Corolla Cross,2016,S,Bạc,38258,Nhập khẩu,Tốt,607000000
Toyota,Hilux,2020,S,Trắng,20016,Trong nước,Trung bình,554000000
Toyota,Innova,2018,Venturer,Nâu,100317,Trong nước,Trung bình,407000000
Ford,Explorer,2015,MT,Trắng,180999,Nhập khẩu,Trung bình,781000000
Toyota,Corolla Altis,2012,LUX,Trắng,142694,Trong nước,Trung bình,318000000
Peugeot,5008,2026,LUX,Đen,3806,Nhập khẩu Úc,Mới,1663000000
Hyundai,Creta,2022,S,Đỏ,26221,Nhập khẩu,Rất tốt,827000000
Chevrolet,Captiva,2019,MT,Đen,39582,Trong nước,Tốt,515000000
Mazda,CX-8,2020,AT,Trắng,25829,Trong nước,Tốt,804000000
Toyota,Innova,2015,G,Trắng,32595,Nhập khẩu,Tốt,648000000
Peugeot,5008,2017,LUX,Vàng,69189,Nhập khẩu Nhật,Trung bình,647000000
Mazda,CX-8,2026,LUX,Đen,1441,Nhập khẩu,Mới,1373000000
Hyundai,Accent,2025,SE,Trắng,2819,Nhập khẩu,Mới,587000000
Kia,Seltos,2012,MT,Trắng,126217,Nhập khẩu,Trung bình,394000000
Chevrolet,Captiva,2023,MT,Đỏ,8248,Nhập khẩu,Rất tốt,694000000
Toyota,Yaris,2026,S,Xanh,516,Trong nước,Mới,624000000
Hyundai,Stargazer,2022,S,Bạc,6001,Nhập khẩu Nhật,Rất tốt,995000000
Honda,HR-V,2015,MT,Bạc,175461,Trong nước,Trung bình,218000000
Nissan,Kicks,2018,S,Bạc,41869,Nhập khẩu,Trung bình,435000000
Hyundai,Elantra,2025,AT,Đen,3686,Nhập khẩu Mỹ,Mới,845000000
Toyota,Corolla Altis,2025,MT,Xám,11657,Trong nước,Mới,786000000
Mazda,CX-8,2025,MT,Đỏ,12647,Nhập khẩu Úc,Mới,1246000000
Toyota,Hilux,2017,AT,Đen,42206,Nhập khẩu Úc,Tốt,727000000
Hyundai,Palisade,2015,S,Vàng,85060,Nhập khẩu Úc,Tốt,1148000000
Ford,Mustang,2012,LUX,Bạc,101101,Nhập khẩu Úc,Trung bình,2552000000
Kia,Morning,2015,AT,Xám,78475,Nhập khẩu Nhật,Tốt,172000000
Suzuki,Crossover,2014,S,Nâu,29041,Nhập khẩu Úc,Trung bình,430000000
Hyundai,Tucson,2021,S,Đen,57990,Nhập khẩu,Rất tốt,622000000
Mercedes-Benz,A-Class,2019,AT,Đỏ,44433,Nhập khẩu Mỹ,Tốt,1281000000
Toyota,Yaris,2013,LUX,Xám,38256,Nhập khẩu,Tốt,540000000
Kia,K5,2025,MT,Trắng,3876,Nhập khẩu Nhật,Mới,1221000000
Ford,Territory,2017,MT,Đen,22106,Trong nước,Trung bình,614000000
Toyota,Veloz,2017,MT,Đen,27524,Nhập khẩu Nhật,Trung bình,353000000
Mazda,CX-5,2022,Signature,Bạc,25306,Nhập khẩu,Rất tốt,719000000
Nissan,Leaf,2014,MT,Bạc,20000,Trong nước,Rất tốt,1037000000
Toyota,Fortuner,2023,Legender,Nâu,12543,Nhập khẩu Mỹ,Rất tốt,1630000000
Chevrolet,Spark,2023,S,Xám,15348,Trong nước,Rất tốt,293000000
Hyundai,Tucson,2026,AT,Trắng,393,Nhập khẩu Úc,Mới,1279000000
Mazda,BT-50,2013,AT,Trắng,218814,Nhập khẩu,Trung bình,212000000
Peugeot,3008,2012,S,Xám,34098,Trong nước,Trung bình,588000000
Mazda,CX-30,2025,S,Xanh,2538,Nhập khẩu,Mới,1067000000
Mazda,MX-5,2015,LUX,Đen,39927,Nhập khẩu,Tốt,1059000000
Toyota,Yaris,2022,AT,Vàng,8666,Nhập khẩu Mỹ,Rất tốt,734000000
Chevrolet,Cruze,2021,S,Xám,10033,Trong nước,Tốt,372000000
Suzuki,Ertiga,2019,AT,Trắng,64662,Trong nước,Trung bình,289000000
Hyundai,Elantra,2022,S,Xám,52692,Nhập khẩu Úc,Tốt,440000000
Chevrolet,Colorado,2024,LUX,Bạc,1777,Trong nước,Mới,1026000000
Mazda,CX-8,2019,LUX,Nâu,56336,Nhập khẩu Nhật,Rất tốt,742000000
Mazda,MX-5,2022,MT,Nâu,23961,Nhập khẩu,Rất tốt,1968000000
Kia,Sportage,2022,S,Đen,31413,Trong nước,Tốt,927000000
Hyundai,Tucson,2021,S,Trắng,22633,Nhập khẩu Mỹ,Rất tốt,1446000000
Toyota,Veloz,2024,AT,Xám,2526,Trong nước,Mới,682000000
Suzuki,XL7,2017,AT,Xám,41641,Nhập khẩu Mỹ,Tốt,575000000
Toyota,Hilux,2025,LUX,Xanh,8728,Trong nước,Mới,815000000
Honda,Jazz,2020,MT,Trắng,49032,Trong nước,Tốt,414000000
Mazda,BT-50,2016,LUX,Đen,31023,Trong nước,Tốt,1163000000
Toyota,Raize,2022,AT,Xám,11489,Nhập khẩu Nhật,Rất tốt,566000000
Honda,Accord,2021,MT,Trắng,63410,Nhập khẩu Nhật,Trung bình,766000000
Toyota,Raize,2013,LUX,Bạc,110391,Trong nước,Trung bình,308000000
Ford,Ranger,2025,S,Xanh,29332,Trong nước,Rất tốt,850000000
Toyota,Fortuner,2012,AT,Vàng,97188,Nhập khẩu,Trung bình,755000000
Chevrolet,Colorado,2021,S,Trắng,21489,Nhập khẩu,Tốt,953000000
Honda,City,2017,MT,Trắng,69123,Nhập khẩu Mỹ,Trung bình,209000000
Toyota,Veloz,2021,AT,Đỏ,34881,Nhập khẩu,Trung bình,481000000
Toyota,Vios,2023,AT,Xanh,6143,Nhập khẩu,Rất tốt,539000000
Honda,CR-V,2023,L,Đỏ,16008,Nhập khẩu,Rất tốt,1201000000
Honda,Civic,2024,AT,Nâu,8648,Nhập khẩu Nhật,Mới,1190000000
Toyota,Raize,2012,LUX,Đen,30070,Trong nước,Tốt,325000000
Hyundai,Tucson,2013,S,Bạc,103435,Nhập khẩu Nhật,Trung bình,482000000
Mazda,MX-5,2017,MT,Bạc,68208,Nhập khẩu Úc,Tốt,1347000000
Toyota,Camry,2019,2.5G,Bạc,130565,Nhập khẩu Nhật,Trung bình,593000000
Hyundai,Accent,2013,SE,Bạc,22384,Nhập khẩu,Rất tốt,256000000
Peugeot,508,2024,S,Xanh,2158,Trong nước,Mới,1119000000
Audi,A6,2021,AT,Xanh,31164,Trong nước,Tốt,2621000000
Mitsubishi,Xforce,2017,LUX,Trắng,39347,Trong nước,Tốt,631000000
Toyota,Innova,2015,Venturer,Đen,88928,Nhập khẩu,Tốt,434000000
Suzuki,Swift,2015,AT,Trắng,98263,Trong nước,Trung bình,237000000
Honda,Civic,2016,RS,Trắng,25948,Nhập khẩu Úc,Tốt,679000000
Toyota,Corolla Cross,2013,AT,Xám,59668,Nhập khẩu,Tốt,676000000
Mercedes-Benz,A-Class,2023,S,Đen,14955,Trong nước,Rất tốt,1466000000
Hyundai,Kona,2023,MT,Nâu,11452,Nhập khẩu Nhật,Rất tốt,710000000
Ford,Escape,2012,AT,Đen,168606,Nhập khẩu Mỹ,Trung bình,443000000
Ford,Territory,2017,S,Vàng,116656,Nhập khẩu Úc,Trung bình,663000000
Porsche,Macan,2023,LUX,Xám,21725,Nhập khẩu Nhật,Rất tốt,5156000000
Suzuki,XL7,2025,AT,Xanh,8770,Nhập khẩu Úc,Mới,1038000000
Ford,Territory,2017,S,Trắng,54065,Trong nước,Trung bình,875000000
Mitsubishi,Xforce,2022,S,Xanh,40535,Nhập khẩu Nhật,Trung bình,436000000
Nissan,X-Trail,2026,S,Xanh,8302,Nhập khẩu Nhật,Mới,1376000000
Ford,Focus,2017,MT,Cam,91806,Nhập khẩu Nhật,Tốt,376000000
Ford,Explorer,2021,S,Trắng,55500,Nhập khẩu Nhật,Tốt,1485000000
Honda,Jazz,2018,S,Trắng,27171,Trong nước,Tốt,386000000
Mazda,CX-30,2024,LUX,Trắng,11518,Trong nước,Mới,1166000000
Toyota,Vios,2023,G,Trắng,8040,Nhập khẩu Nhật,Rất tốt,471000000
Hyundai,Creta,2015,MT,Xám,43300,Nhập khẩu Mỹ,Tốt,603000000
Toyota,Raize,2018,S,Vàng,30537,Nhập khẩu,Trung bình,378000000
Ford,Focus,2013,MT,Bạc,231248,Nhập khẩu,Trung bình,148000000
Mazda,CX-5,2013,Signature,Bạc,126792,Nhập khẩu,Trung bình,337000000
Kia,Carnival,2020,S,Đen,37781,Nhập khẩu Nhật,Rất tốt,1428000000
Kia,Sonet,2020,AT,Trắng,39865,Nhập khẩu Mỹ,Rất tốt,571000000
Chevrolet,Equinox,2017,S,Bạc,65413,Nhập khẩu Úc,Trung bình,404000000
Toyota,Raize,2026,S,Trắng,20574,Trong nước,Rất tốt,414000000
Mitsubishi,Pajero Sport,2018,AT,Xám,41056,Nhập khẩu,Rất tốt,1084000000
Audi,Q5,2012,LUX,Đen,46337,Nhập khẩu Úc,Tốt,2550000000
Mazda,CX-8,2015,AT,Bạc,29788,Nhập khẩu Nhật,Rất tốt,830000000
Suzuki,Swift,2026,MT,Vàng,10799,Nhập khẩu,Mới,856000000
Kia,Carens,2013,MT,Đen,92926,Nhập khẩu,Trung bình,415000000
Hyundai,Santa Fe,2026,AT,Đen,3395,Nhập khẩu Úc,Mới,2375000000
Ford,Explorer,2021,MT,Ghi,10586,Trong nước,Tốt,1395000000
Toyota,Wigo,2014,S,Trắng,120448,Trong nước,Trung bình,172000000
Toyota,Hilux,2023,LUX,Trắng,5160,Trong nước,Rất tốt,799000000
Toyota,Wigo,2021,MT,Trắng,37976,Trong nước,Tốt,403000000
Mazda,Mazda6,2017,AT,Xanh,213334,Nhập khẩu Nhật,Trung bình,372000000
Kia,Sonet,2015,S,Trắng,51660,Nhập khẩu,Tốt,353000000
Toyota,Wigo,2016,MT,Đỏ,34731,Trong nước,Trung bình,195000000
Chevrolet,Equinox,2018,LUX,Xám,61373,Trong nước,Trung bình,1016000000
Suzuki,Ertiga,2022,MT,Bạc,28785,Nhập khẩu Nhật,Rất tốt,438000000
Toyota,Land Cruiser Prado,2024,AT,Nâu,5534,Nhập khẩu Nhật,Mới,4551000000
Mitsubishi,Outlander,2020,S,Xám,88483,Nhập khẩu Nhật,Trung bình,584000000
Hyundai,Stargazer,2020,MT,Xanh,11220,Nhập khẩu Nhật,Tốt,684000000
Toyota,Innova,2026,Venturer,Bạc,4919,Nhập khẩu Úc,Mới,1263000000
Toyota,Land Cruiser Prado,2026,AT,Trắng,8872,Nhập khẩu Úc,Mới,4219000000
Toyota,Wigo,2012,S,Đỏ,129183,Nhập khẩu,Trung bình,217000000
Nissan,Navara,2026,LUX,Trắng,1382,Nhập khẩu Mỹ,Mới,1155000000
Honda,Jazz,2012,S,Đen,108520,Trong nước,Trung bình,300000000
Peugeot,3008,2017,LUX,Bạc,64249,Trong nước,Trung bình,474000000
Mazda,MX-5,2023,AT,Xám,12071,Nhập khẩu Nhật,Rất tốt,2961000000
Mitsubishi,Attrage,2022,LUX,Xanh,6977,Trong nước,Rất tốt,353000000
Honda,City,2013,RS,Xám,130257,Trong nước,Trung bình,280000000
Honda,Accord,2025,AT,Trắng,1197,Trong nước,Mới,1125000000
Honda,Civic,2023,TYPE R,Đen,10190,Nhập khẩu Nhật,Rất tốt,1119000000
Mazda,Mazda3,2025,AT,Bạc,2397,Trong nước,Mới,717000000
Kia,Carnival,2020,LUX,Xám,57176,Nhập khẩu Nhật,Trung bình,1154000000
Mazda,MX-5,2023,S,Đen,20636,Nhập khẩu,Rất tốt,2334000000
Hyundai,Stargazer,2019,S,Xám,75533,Trong nước,Tốt,606000000
Honda,Civic,2015,MT,Xanh,35856,Trong nước,Trung bình,427000000
Kia,K5,2015,MT,Xám,73927,Nhập khẩu Mỹ,Tốt,548000000
Toyota,Yaris,2018,S,Đen,47225,Nhập khẩu Nhật,Tốt,519000000
Ford,Territory,2019,S,Bạc,82972,Trong nước,Trung bình,768000000
Toyota,Yaris,2016,S,Trắng,150096,Nhập khẩu,Trung bình,300000000
Hyundai,Ioniq 5,2024,S,Đen,85,Trong nước,Mới,2172000000
Kia,K5,2015,MT,Trắng,81650,Nhập khẩu,Trung bình,559000000
Kia,Carens,2023,MT,Trắng,5745,Nhập khẩu,Rất tốt,831000000
Hyundai,Ioniq 5,2015,MT,Trắng,63778,Trong nước,Trung bình,910000000
Honda,CR-V,2013,RX,Xám,38653,Trong nước,Tốt,644000000
Kia,Carnival,2015,MT,Đen,40152,Nhập khẩu,Trung bình,841000000
Honda,HR-V,2015,AT,Trắng,43943,Trong nước,Tốt,299000000
Toyota,Corolla Altis,2023,AT,Đỏ,18593,Trong nước,Rất tốt,657000000
Hyundai,Accent,2016,AT,Trắng,42359,Trong nước,Rất tốt,237000000
Audi,Q3,2018,S,Xanh,65136,Trong nước,Tốt,1689000000
Hyundai,Palisade,2015,S,Trắng,48511,Nhập khẩu Úc,Rất tốt,1838000000
